store,list,_name_,FACTS,M_2014_01,M_2014_02,M_2014_03,M_2014_04,M_2014_05,M_2014_06,M_2014_07,M_2014_08,M_2014_09,M_2014_10,M_2014_11,M_2014_12,M_2015_01,M_2015_02,M_2015_03,M_2015_04,M_2015_05,M_2015_06,M_2015_07,M_2015_08,M_2015_09,M_2015_10,M_2015_11,M_2015_12,M_2016_01,M_2016_02,M_2016_03,M_2016_04,M_2016_05,M_2016_06,YEAR_2014_COMMON,YEAR_2014_NONCOMMON,YEAR_2015_COMMON,YEAR_2015_NONCOMMON,YEAR_2016_COMMON
' Pandora Acropoleos,Nlch,Avg_basket,Average Basket,4.61119433678682,4.47777257351017,4.57475345477354,4.84090063592972,4.52819193857919,4.45884906572172,4.44571727580106,4.44932958317962,4.33322038373525,4.38827445281981,4.38720714285718,4.70745931915753,4.4899689697974,4.48780233623462,4.2850983328343,4.57947834274963,4.31786495434942,4.20860482257571,4.17699967564072,4.26489428076266,4.12166597424188,4.2522156141869,4.23127426636567,4.4180010934937,4.28847065727712,4.29562052650748,4.30639882961978,4.37729848663743,4.22231415929206,4.15017488076319,4.58336465187018,4.44842061843071,4.39581682364415,4.24286447020175,4.27389002499442
' Pandora Acropoleos,Nlch,Avg_price_item,Average Price Per Item,1.60294004028005,1.60385789035132,1.60311631138339,1.7483069147924,1.59458595032301,1.46312821655361,1.34786636903209,1.3870100040246,1.47093594381325,1.55197074594935,1.60135238063315,1.80297670392329,1.69097239535294,1.65105068995506,1.6235921077467,1.7522049350193,1.78535792899916,1.79897406260682,1.7692626154704,1.76733307542635,1.77659686391265,1.77831284874265,1.78710100297459,1.8956271561947,1.84108789035441,1.84211388821985,1.89979128770133,1.96908287151978,1.86863456495059,1.75940797255541,1.60061141917322,1.50582708318379,1.71528752913182,1.79545651161708,1.86353821194599
' Pandora Acropoleos,Nlch,Avg_quantity,Average Quantity Purchased,2.87671043265048,2.79187613843351,2.85366284547738,2.76890779014308,2.83972898272553,3.04747664304123,3.29833682176783,3.2078568793803,2.94589332863932,2.82754972300427,2.7396887755102,2.6109374064091,2.65525858502275,2.71814933577645,2.63927024059099,2.6135517890772,2.4184870071235,2.33944719385069,2.36087036436371,2.41318082033506,2.31997818861653,2.39115160034602,2.36767494356659,2.33062766539092,2.32931338028169,2.3318973674633,2.26677470177808,2.22301384565847,2.25957190265487,2.35884737678855,2.86350865485993,2.95413774138352,2.56272884224201,2.36311180067536,2.29342763008407
' Pandora Agios Dometios,All,Sales,Sales,,,,,,,,,,,,37503.2100000013,108860.750000011,99070.6500000027,109224.900000001,109564.680000002,98792.8600000014,93765.1000000005,97339.440000001,97400.8000000005,111847.77,117464.41,120611.89,133820.240000003,120766.650000001,108468.770000002,121106.27,129618.540000002,117727.220000001,95117.0000000007,,37503.2100000013,619278.940000019,678484.550000006,692804.450000008
' Pandora Agios Dometios,All,Salesontotal,Sales % On National Sales,,,,,,,,,,,,0.03594152589999,0.1104563796648,0.11091695080901,0.10710268913256,0.10543181606917,0.10186038340915,0.10334520460024,0.10829615031004,0.10464159104448,0.11675452606873,0.11906147925161,0.12468997410828,0.11904001507541,0.11953116748568,0.11519041525017,0.11597831323572,0.11514951620622,0.1136567479174,0.09837461232747,,0.00663958945723,0.10649772433639,0.11567089474582,0.11311920465875
' Pandora Agios Dometios,All,Visits,Visits,,,,,,,,,,,,5833,19629,18710,21352,21082,20527,19602,20219,19529,23830,25243,25221,25624,24373,23070,25093,25712,24900,20431,,5833,120902,139666,143579
' Pandora Agios Dometios,All,Quantity,Quantity,,,,,,,,,,,,14769.8099999999,50630.7099999999,47561.5399999999,54417.1200000001,52094.2200000001,51491.5599999999,49377.44,51102.4699999999,49597.7099999999,60840.11,64458.7,64512.54,64246.4199999999,61739.1,57043.7699999999,60857.14,63538.0799999999,60872.54,49571.79,,14769.8099999999,305572.59,354757.95,353622.419999999
' Pandora Agios Dometios,All,Avg_basket,Average Basket,,,,,,,,,,,,6.42948911366387,5.54591420856953,5.29506413682537,5.11544117647064,5.1970723840244,4.81282505967756,4.78344556677892,4.81425589791785,4.98749551948387,4.69356986991188,4.65334587806523,4.78220094365808,5.22245707149561,4.9549357896033,4.70172388383192,4.82629697525207,5.04116910392042,4.72800080321291,4.65552346923796,,6.42948911366387,5.12215629187292,4.85790779430932,4.82524916596444
' Pandora Agios Dometios,All,Avg_price_item,Average Price Per Item,,,,,,,,,,,,2.53918026027426,2.15009329318138,2.08299920481975,2.0071789907294,2.10320223625581,1.91862239170849,1.89894615840757,1.90478933797135,1.96381647459127,1.83838868798889,1.82232049358737,1.86958830019714,2.08292135188238,1.95608050651858,1.90150072479435,1.99000922488306,2.04001348482676,1.93399552573297,1.91877275361653,,2.53918026027426,2.02661809424732,1.91252810543077,1.95916438216787
' Pandora Agios Dometios,All,Avg_quantity,Average Quantity Purchased,,,,,,,,,,,,2.5321121206926,2.57938305568291,2.54203848209513,2.54857249906332,2.47102836543022,2.50847956350172,2.5190001020304,2.52744794500222,2.53969532490142,2.5530889634914,2.55352771065245,2.55788985369335,2.50727521073993,2.5330939974562,2.47263849154746,2.42526361933607,2.47114499066583,2.44468032128514,2.42630267730409,,2.5321121206926,2.52744032356784,2.54004517921326,2.46291184643993
' Pandora Agios Dometios,Lch,Sales,Sales,,,,,,,,,,,,1938.5,11710.35,25946.26,38420.68,41146.7,39314.96,38390.08,40643.61,40079.85,46392.7699999999,48916.78,53362.8199999999,60495.01,52634.91,51078.3100000001,64292.4599999999,70093.9200000001,63307.3599999999,50205.83,,1938.5,194929.03,289890.84,351612.79
' Pandora Agios Dometios,Lch,Salesonstore,Sales % On Total Store Sales,,,,,,,,,,,,0.05168890876274,0.10757182914869,0.26189653545221,0.35175752049211,0.37554711974697,0.39795345534079,0.40942824142457,0.41754513894881,0.41149405343693,0.41478493491644,0.41643915803944,0.44243415802537,0.45206173595263,0.43583977861437,0.47090337615148,0.53087639475643,0.54077078788265,0.53774615590174,0.5278323538379,,0.05168890876274,0.31476773616747,0.42726225674556,0.50752097507456
' Pandora Agios Dometios,Lch,Salesontotal,Sales % On National Sales,,,,,,,,,,,,0.00185777825303,0.01188199480168,0.0290487651398,0.0376741763673,0.03959461485447,0.04053569154001,0.04231244537914,0.04521853112882,0.04305939245698,0.04842801849662,0.04958186217447,0.0551671037088,0.05381343586281,0.05209643757447,0.05424355544159,0.06157014880051,0.06226949460314,0.06111847928487,0.0519253031827,,0.00034319313367,0.03352204759635,0.04942180752887,0.05741036904806
' Pandora Agios Dometios,Lch,No_customers,Number Of Customers,,,,,,,,,,,,112,555,976,1319,1441,1460,1489,1515,1536,1729,1801,1942,2071,2289,2078,2454,2600,2561,2273,,112,2504,3361,4697
' Pandora Agios Dometios,Lch,Visits,Visits,,,,,,,,,,,,191,1754,4055,6350,6764,7136,7017,7396,7127,8686,9491,9981,10257,9464,9865,11981,12526,11918,9643,,191,33076,52938,65397
' Pandora Agios Dometios,Lch,Quantity,Quantity,,,,,,,,,,,,599.15,5362.79,12175.1199999999,18499.75,18739.22,19978.7999999999,19795.4799999999,20734.77,20056.67,24626.41,26946.13,28198.07,28527.68,26685.06,26813.75,32252.01,33907.3499999999,32354.21,26028.72,,599.15,94551.1599999999,149089.73,178041.1
' Pandora Agios Dometios,Lch,Avg_basket,Average Basket,,,,,,,,,,,,10.1492146596858,6.67636830102623,6.39858446362515,6.05050078740157,6.0831904198699,5.50938340807175,5.47101040330626,5.49535018929151,5.62366353304336,5.34109716785631,5.15401749025393,5.34644023644924,5.8979243443502,5.56159234995774,5.17773035985809,5.36620148568566,5.59587418170207,5.31191139452927,5.20645338587576,,10.1492146596858,5.89336769863345,5.47604442933242,5.37658898726241
' Pandora Agios Dometios,Lch,Avg_price_item,Average Price Per Item,,,,,,,,,,,,3.23541684052407,2.18363016265787,2.1310886463542,2.07682157866998,2.19575307830315,1.96783390393817,1.93933564631926,1.96016690804865,1.99833023128964,1.88386248746771,1.81535456111879,1.8924280988025,2.12057237041357,1.97244862855845,1.90492974686495,1.99344040883033,2.06721905427584,1.95669620738691,1.92886281000371,,3.23541684052407,2.06162494463315,1.94440515788713,1.97489675136808
' Pandora Agios Dometios,Lch,Avg_quantity,Average Quantity Purchased,,,,,,,,,,,,3.13691099476439,3.0574629418472,3.00249568434031,2.91334645669291,2.77043465405085,2.7997197309417,2.82107453327632,2.80351135749053,2.81418128244703,2.83518420446696,2.839124433674,2.82517483218114,2.78128887588963,2.81963863060017,2.71806893056259,2.69192972205992,2.70695752834104,2.71473485484141,2.69923467800477,,3.13691099476439,2.85860321683395,2.81630832294382,2.72246586234842
' Pandora Agios Dometios,Lch,Avg_spend,Average Spending,,,,,,,,,,,,17.3080357142857,21.0997297297297,26.5842827868852,29.1286429112964,28.554267869535,26.9280547945205,25.7824580255205,26.8274653465346,26.09365234375,26.8321399652978,27.1608995002776,27.4782801235838,29.2105311443747,22.9947182175622,24.5805149181906,26.1990464547677,26.9592,24.7197813354158,22.0879146502419,,17.3080357142857,77.8470567092652,86.2513656649806,74.8590142644241
' Pandora Agios Dometios,Lch,Avg_visits,Average Visits,,,,,,,,,,,,1.70535714285714,3.16036036036036,4.15471311475409,4.81425322213798,4.69396252602359,4.88767123287671,4.71255876427132,4.88184818481848,4.63997395833333,5.02371312897628,5.26985008328706,5.13954685890834,4.95267986479961,4.13455657492354,4.74735322425409,4.88223308883455,4.8176923076923,4.6536509176103,4.24241091069071,,1.70535714285714,13.2092651757188,15.7506694436179,13.9231424313391
' Pandora Agios Dometios,Nlch,Sales,Sales,,,,,,,,,,,,35564.7100000013,97150.4000000113,73124.3900000027,70804.2200000013,68417.9800000023,59477.9000000013,55375.0200000005,56695.8300000009,57320.9500000004,65455.0000000002,68547.6300000006,67249.0700000006,73325.2300000036,68131.7400000013,57390.4600000024,56813.8100000004,59524.6200000018,54419.8600000016,44911.1700000007,,35564.7100000013,424349.910000019,388593.710000006,341191.660000008
' Pandora Agios Dometios,Nlch,Salesonstore,Sales % On Total Store Sales,,,,,,,,,,,,0.94831109123725,0.8924281708513,0.73810346454778,0.64824247950788,0.62445288025302,0.6020465446592,0.59057175857542,0.58245486105118,0.58850594656306,0.58521506508355,0.58356084196055,0.55756584197462,0.54793826404736,0.56416022138562,0.52909662384851,0.46912360524356,0.45922921211734,0.46225384409825,0.47216764616209,,0.94831109123725,0.68523226383252,0.57273774325443,0.49247902492543
' Pandora Agios Dometios,Nlch,Salesontotal,Sales % On National Sales,,,,,,,,,,,,0.03408374764695,0.09857438486311,0.08186818566921,0.06942851276525,0.0658372012147,0.06132469186914,0.0610327592211,0.06307761918121,0.0615821985875,0.06832650757211,0.06947961707714,0.06952287039948,0.06522657921259,0.0674347299112,0.06094685980857,0.0544081644352,0.05288002160308,0.05253826863252,0.04644930914477,,0.00629639632355,0.07297567674004,0.06624908721694,0.05570883561068
' Pandora Agios Dometios,Nlch,Visits,Visits,,,,,,,,,,,,5642,17875,14655,15002,14318,13391,12585,12823,12402,15144,15752,15240,15367,14909,13205,13112,13186,12982,10788,,5642,87826,86728,78182
' Pandora Agios Dometios,Nlch,Quantity,Quantity,,,,,,,,,,,,14170.6599999999,45267.9199999999,35386.4199999999,35917.3700000001,33355,31512.7599999999,29581.96,30367.6999999999,29541.0399999999,36213.7,37512.57,36314.4699999999,35718.7399999999,35054.04,30230.0199999999,28605.13,29630.7299999999,28518.33,23543.0699999999,,14170.6599999999,211021.43,205668.22,175581.319999999
' Pandora Agios Dometios,Nlch,Avg_basket,Average Basket,,,,,,,,,,,,6.30356433888716,5.43498741258804,4.98972296144679,4.7196520463939,4.77845928202279,4.4416324396984,4.40008104886774,4.42141698510496,4.62191178842125,4.32217379820392,4.35167788217373,4.41266863517064,4.77160343593438,4.56983969414456,4.34611586520275,4.33296293471632,4.51422872743833,4.19194731166242,4.16306729699673,,6.30356433888716,4.83171167991277,4.48060268886641,4.36406922309493
' Pandora Agios Dometios,Nlch,Avg_price_item,Average Price Per Item,,,,,,,,,,,,2.50974266547933,2.14612025469717,2.06645345869977,1.97130858968797,2.05120611602465,1.88742274557993,1.87191856117716,1.86697807209637,1.94038361547191,1.80746513059975,1.82732428090105,1.85185326950938,2.05285040849715,1.94362019327875,1.89845921372207,1.98614059785781,2.00888132017003,1.9082414713625,1.90761740078931,,2.50974266547933,2.01093277587977,1.88942030032645,1.94321161271602
' Pandora Agios Dometios,Nlch,Avg_quantity,Average Quantity Purchased,,,,,,,,,,,,2.51163771712158,2.53247104895104,2.41463118389627,2.39417211038528,2.32958513758905,2.35327906803076,2.35057290425109,2.36822116509396,2.38195774875019,2.39129027997887,2.38144807008634,2.38283923884514,2.32437951454415,2.35119994634113,2.2892858765619,2.18159929835265,2.24713559836189,2.19675935911261,2.18233870967741,,2.51163771712158,2.40272163140755,2.37141661285859,2.24580235859916
' Pandora Athalassas,All,Sales,Sales,126828.000000012,114036.270000004,134637.030000023,135067.300000026,125556.150000018,115146.86,114150.020000005,118469.720000007,115705.900000005,111840.530000006,111355.380000004,125185.230000009,113106.320000007,100155.970000004,114528.450000004,120421.960000006,110762.900000001,104488.800000001,100798.710000003,104425.220000002,103334.300000001,103513.740000001,102102.769999999,123741.920000003,109052.26,105187.250000001,118986.890000002,136343.280000004,123400.530000002,121922.300000003,751271.610000085,696706.780000038,663464.400000025,637916.660000012,714892.510000014
' Pandora Athalassas,All,Salesontotal,Sales % On National Sales,0.13015684593678,0.13167294294738,0.13218286606992,0.12927377305066,0.12899211556207,0.13165952975946,0.13028890838446,0.12773838392567,0.12579699667972,0.11747938049164,0.11978616507915,0.11997234866939,0.11476417923271,0.11213204715745,0.11230319256126,0.11587955112368,0.11420209376983,0.11516455924895,0.11214480224273,0.11218820755035,0.10786757056618,0.10492113319487,0.10555503066641,0.11007482890674,0.10793661954481,0.11170554443019,0.11394867333759,0.12112358872404,0.11913390064833,0.12609795301127,0.13061488048487,0.12334536140435,0.11409632108305,0.10875471053168,0.11672568233027
' Pandora Athalassas,All,Visits,Visits,18871,17480,19743,19732,19372,18169,18153,17457,18227,17684,16847,17443,16777,14964,17524,17639,17444,16593,16056,15676,16549,16393,16244,17312,16291,16460,18283,19952,18725,18760,113367,105811,100941,98230,108471
' Pandora Athalassas,All,Quantity,Quantity,54060.4799999999,49222.31,57039.18,55195.4,54968.0899999999,50045.0699999998,48513.3199999998,48098.3599999996,50040.4799999994,47896.5600000005,47027.5600000002,48627.5900000002,46807.0700000001,41739.7900000002,49463.3499999996,49540.6899999996,47972.5900000004,44993.1300000002,43651.1600000002,43490.2600000003,46325.0000000001,45394.8600000001,44521.5100000002,48475.0300000003,46140.1400000002,45657.3200000001,49899.6100000004,55521.4300000003,51100.8700000001,50283.2399999999,320530.529999999,290203.869999999,280516.62,271857.820000001,298602.610000001
' Pandora Athalassas,All,Avg_basket,Average Basket,6.72078851147331,6.52381407322679,6.81948184166658,6.84508919521722,6.48132097873312,6.33754526941497,6.28821792541207,6.78637337457796,6.34804959675235,6.32439097489293,6.60980471300553,7.17681763458173,6.74174882279356,6.69312817428525,6.53551985848004,6.8270287431264,6.34962737904157,6.29716145362511,6.27794656203309,6.66147103853039,6.24414163997834,6.31450863173316,6.28556820980053,7.14775415896505,6.69401878337734,6.39047691373037,6.50806158726699,6.83356455493204,6.59014846461962,6.49905650319848,6.62689856836721,6.58444566254962,6.57279400838139,6.49411238929056,6.59063261148154
' Pandora Athalassas,All,Avg_price_item,Average Price Per Item,2.34603910287169,2.31675981887083,2.36043067239086,2.44707529975371,2.2841643215185,2.30086320190982,2.35296244412886,2.46307192178711,2.31224600563396,2.33504305945991,2.36787492270497,2.57436632167065,2.41643666223942,2.39953219697569,2.31542040723091,2.43076872768642,2.30887888271198,2.32232787538899,2.30918743052883,2.40111739962008,2.23063788451162,2.28029649171737,2.2933357381634,2.55269403649677,2.36350084763504,2.30384196882343,2.38452545019893,2.45568747058574,2.41484205650514,2.42471049995989,2.34383791771749,2.4007494455537,2.36515184020121,2.34650840648986,2.39412679614559
' Pandora Athalassas,All,Avg_quantity,Average Quantity Purchased,2.86473848762651,2.81592162471396,2.88908372587752,2.79725319278329,2.83750206483584,2.75442071660519,2.67246846251307,2.75524775161824,2.74540407088382,2.70846867224612,2.79145010981185,2.78779969042023,2.78995469988675,2.78934709970597,2.82260614015062,2.80858835534892,2.7500911488191,2.71157295244984,2.71868211260589,2.77432125542232,2.79926279533507,2.76916122735314,2.74079721743414,2.8000826016636,2.83224725308454,2.77383475091131,2.72929005086694,2.78275010024059,2.72901842456609,2.68034328358208,2.82737066342057,2.7426625776148,2.77901566261479,2.76756408429198,2.75283356841922
' Pandora Athalassas,Lch,Sales,Sales,,,,,,1,156.91,7732.94,14958.2399999999,17197.54,21867.32,25170.29,25161.11,26938.62,32917.0999999999,34790.1,33258.2199999999,31239.8499999999,30561.7,30716.5499999999,33715.12,33589.68,34941.6099999999,43850.72,39299.94,39892.81,48829.3900000001,56280.54,51724.3699999999,49431.3299999999,1,87083.24,184305,207375.38,285458.38
' Pandora Athalassas,Lch,Salesonstore,Sales % On Total Store Sales,,,,,,8.6845616111459E-6,0.00137459459052,0.06527355682109,0.1292781094136,0.15376840578276,0.19637416710354,0.20106437476688,0.22245538534007,0.26896669264946,0.28741417525513,0.28890162558388,0.30026498042214,0.29897797658696,0.30319534843252,0.29414876980866,0.32627230261393,0.32449489314171,0.34222000049557,0.35437239053668,0.36037712560931,0.37925518539556,0.41037621875821,0.41278558063146,0.41915841042172,0.40543305039355,1.3310765197155E-6,0.12499266908238,0.27779184534994,0.32508224506943,0.39930251891993
' Pandora Athalassas,Lch,Salesontotal,Sales % On National Sales,,,,,,1.1434052978905E-6,0.00017909442867,0.0083379386614,0.01626279790066,0.01806461705054,0.02352290839794,0.02412216527452,0.02552990971445,0.03015978586395,0.03227752946851,0.03347779069156,0.03429088944996,0.03443166689878,0.03400178239088,0.03300002323797,0.03519420062599,0.03404637190437,0.03612304264697,0.0390074802576,0.03889788869954,0.04236490696258,0.04676182569679,0.04999807089961,0.04993597642309,0.05112427773774,1.7385840053886E-7,0.01541726594086,0.0316950275813,0.03535422546151,0.04660885897712
' Pandora Athalassas,Lch,No_customers,Number Of Customers,,,,,,1,11,346,577,678,817,952,1032,1189,1378,1378,1451,1432,1365,1368,1550,1582,1615,1799,1808,1849,2065,2157,2169,2155,1,1544,3117,3916,4990
' Pandora Athalassas,Lch,Visits,Visits,,,,,,1,38,1068,2228,2577,3043,3056,3396,3632,4413,4479,4657,4355,4230,4131,4888,4893,4988,5460,5264,5667,6621,7325,6999,6706,1,12010,24932,28590,38582
' Pandora Athalassas,Lch,Quantity,Quantity,,,,,,2,64.83,3036.68,6312.31999999999,7223.04999999999,9213.38,9703.09,10420.3599999999,11094.42,13865.0299999999,14141.48,14044.16,13008.22,12862.72,12517.62,14552.84,14749.8,14997.8599999999,16362.5,16105.92,16873.07,19959.58,22405.51,20654.47,19581.5,2,35553.35,76573.67,86043.34,115580.05
' Pandora Athalassas,Lch,Avg_basket,Average Basket,,,,,,1,4.12921052631579,7.24058052434457,6.71375224416516,6.6734730306558,7.18610581662834,8.23635143979057,7.40904299175501,7.41702092511013,7.45912077951506,7.76738111185532,7.1415546489156,7.17332950631458,7.22498817966903,7.43562091503267,6.8975286415712,6.86484365419988,7.00513432237369,8.03126739926739,7.46579407294833,7.0394935592024,7.37492674822535,7.68335017064846,7.39025146449492,7.37120936474797,1,7.25089425478768,7.39230707524466,7.25342357467646,7.39874501062671
' Pandora Athalassas,Lch,Avg_price_item,Average Price Per Item,,,,,,0.5,2.42033009409224,2.54651132157487,2.36968974956909,2.38092495552433,2.37343081474985,2.59404890607012,2.41461043572391,2.42812332686161,2.37410954033276,2.46014561417899,2.36811742389718,2.40154686805727,2.37599045924967,2.4538650318511,2.31673817619103,2.27729731928568,2.32977304762146,2.67995233002291,2.44009283542945,2.36428877495322,2.44641370209192,2.51190622306744,2.50427002000051,2.5243893470878,0.5,2.44936806236262,2.40689782793484,2.41012703597977,2.46978937974156
' Pandora Athalassas,Lch,Avg_quantity,Average Quantity Purchased,,,,,,2,1.70605263157894,2.84333333333333,2.8331777378815,2.80289095847884,3.02772921459086,3.17509489528796,3.06842167255594,3.05463105726872,3.14186041241785,3.1572851082831,3.01570968434615,2.98696211251435,3.04083215130023,3.03016702977487,2.97725859247136,3.01446965052115,3.00678829190056,2.99679487179487,3.05963525835866,2.97742544556202,3.01458692040478,3.05877269624574,2.95106015145021,2.91999701759618,2,2.96031223980016,3.07130073800738,3.00956068555439,2.99569877144783
' Pandora Athalassas,Lch,Avg_spend,Average Spending,,,,,,1,14.2645454545454,22.3495375722543,25.9241594454072,25.3651032448377,26.7653855569156,26.4393802521008,24.3809205426356,22.65653490328,23.8875907111755,25.2468069666183,22.9208959338387,21.8155377094972,22.3895238095238,22.4536184210526,21.7516903225806,21.232414664981,21.6356718266253,24.375052807115,21.7366924778761,21.5753434288804,23.6461937046005,26.0920445062586,23.8471046565237,22.9379721577725,1,56.4010621761658,59.1289701636188,52.9559193054137,57.2060881763527
' Pandora Athalassas,Lch,Avg_visits,Average Visits,,,,,,1,3.45454545454545,3.08670520231213,3.86135181975736,3.80088495575221,3.72460220318237,3.21008403361344,3.2906976744186,3.05466778805719,3.20246734397677,3.25036284470246,3.20951068228807,3.04120111731843,3.09890109890109,3.01973684210526,3.15354838709677,3.0929203539823,3.08854489164086,3.03501945525291,2.91150442477876,3.06489994591671,3.20629539951573,3.39592025961984,3.2268326417704,3.11183294663573,1,7.77849740932642,7.99871671478986,7.30081716036772,7.73186372745491
' Pandora Athalassas,Nlch,Sales,Sales,126828.000000012,114036.270000004,134637.030000023,135067.300000026,125556.150000018,115145.86,113993.110000005,110736.780000007,100747.660000005,94642.9900000066,89488.0600000041,100014.940000009,87945.2100000075,73217.3500000045,81611.3500000042,85631.8600000067,77504.6800000013,73248.9500000014,70237.0100000033,73708.6700000024,69619.1800000014,69924.0600000016,67161.1599999999,79891.200000003,69752.3200000002,65294.4400000019,70157.5000000023,80062.7400000041,71676.1600000025,72490.9700000035,751270.610000085,609623.540000038,479159.400000025,430541.280000012,429434.130000014
' Pandora Athalassas,Nlch,Salesonstore,Sales % On Total Store Sales,1,1,1,1,1,0.99999131543838,0.99862540540947,0.9347264431789,0.87072189058639,0.84623159421723,0.80362583289645,0.79893562523311,0.77754461465992,0.73103330735053,0.71258582474486,0.71109837441611,0.69973501957785,0.70102202341303,0.69680465156747,0.70585123019133,0.67372769738606,0.67550510685828,0.65777999950442,0.64562760946331,0.63962287439068,0.62074481460443,0.58962378124178,0.58721441936853,0.58084158957827,0.59456694960644,0.99999866892348,0.87500733091761,0.72220815465005,0.67491775493056,0.60069748108006
' Pandora Athalassas,Nlch,Salesontotal,Sales % On National Sales,0.13015684593678,0.13167294294738,0.13218286606992,0.12927377305066,0.12899211556207,0.13165838635416,0.13010981395579,0.11940044526426,0.10953419877906,0.09941476344109,0.0962632566812,0.09585018339486,0.08923426951826,0.08197226129349,0.08002566309274,0.08240176043211,0.07991120431986,0.08073289235017,0.07814301985185,0.07918818431237,0.07267336994018,0.07087476129049,0.06943198801944,0.07106734864914,0.06903873084526,0.0693406374676,0.06718684764079,0.07112551782442,0.06919792422523,0.07497367527353,0.13061470662647,0.10792809546348,0.08240129350175,0.07340048507016,0.07011682335314
' Pandora Athalassas,Nlch,Visits,Visits,18871,17480,19743,19732,19372,18168,18115,16389,15999,15107,13804,14387,13381,11332,13111,13160,12787,12238,11826,11545,11661,11500,11256,11852,11027,10793,11662,12627,11726,12054,113366,93801,76009,69640,69889
' Pandora Athalassas,Nlch,Quantity,Quantity,54060.4799999999,49222.31,57039.18,55195.4,54968.0899999999,50043.0699999998,48448.4899999998,45061.6799999996,43728.1599999994,40673.5100000005,37814.1800000002,38924.5000000002,36386.7100000001,30645.3700000002,35598.3199999996,35399.2099999996,33928.4300000004,31984.9100000002,30788.4400000002,30972.6400000003,31772.1600000001,30645.0600000001,29523.6500000002,32112.5300000002,30034.2200000002,28784.2500000001,29940.0300000003,33115.9200000003,30446.4000000001,30701.7399999999,320528.529999999,254650.519999999,203942.95,185814.480000001,183022.560000001
' Pandora Athalassas,Nlch,Avg_basket,Average Basket,6.72078851147331,6.52381407322679,6.81948184166658,6.84508919521722,6.48132097873312,6.33783905768387,6.29274689483882,6.75677466593493,6.29712232014532,6.2648434500567,6.48276296725616,6.95175783693676,6.572394439878,6.46111454288779,6.22464724277357,6.5069802431616,6.06120904043179,5.98536934139577,5.9392026044312,6.38446686877457,5.9702581253753,6.0803530434784,5.96669864960908,6.7407357408035,6.32559354312145,6.04970258500898,6.01590636254522,6.34059871703525,6.1125840013647,6.01385183341659,6.62694820316572,6.49911557446123,6.30398242313444,6.18238483630114,6.1445167336779
' Pandora Athalassas,Nlch,Avg_price_item,Average Price Per Item,2.34603910287169,2.31675981887083,2.36043067239086,2.44707529975371,2.2841643215185,2.30093517444076,2.35287229798092,2.457448989918,2.3039537908754,2.32689507249326,2.36652123621359,2.56945985176453,2.41695965367595,2.38918146525899,2.29256183999708,2.41903308011697,2.28435798532382,2.29010961731644,2.2812786227559,2.3797993971454,2.19120072415602,2.28174002596181,2.27482577526827,2.4878513153589,2.32242821688059,2.26840859150408,2.34326752511609,2.4176510874529,2.35417520626419,2.36113555778935,2.3438494227022,2.39396149672122,2.34947763578013,2.3170491341687,2.34634533578817
' Pandora Athalassas,Nlch,Avg_quantity,Average Quantity Purchased,2.86473848762651,2.81592162471396,2.88908372587752,2.79725319278329,2.83750206483584,2.75446224130338,2.67449572177752,2.74950759655864,2.73318082380145,2.69236181902432,2.73936395247756,2.70553277264198,2.71928181750243,2.70432139075187,2.71514911143311,2.68990957446805,2.6533534058028,2.61357329629026,2.60345340774566,2.68277522737118,2.7246514021096,2.66478782608696,2.62292555081736,2.70946085048939,2.72369819533873,2.66693690354861,2.56731521179903,2.62262770254219,2.59648644038889,2.54701675792267,2.82737796164634,2.71479536465496,2.68314212790591,2.66821481906952,2.61876060610398
' Pandora Ayios Antonios,All,Sales,Sales,316162.470000009,280740.120000028,335183.409999995,334763.979999959,306823.199999989,269015.480000041,269530.200000035,295033.789999986,295722.34000001,317792.670000029,304699.759999998,304878.670000026,249023.410000015,271260.870000009,306254.890000006,311408.550000019,290877.050000008,263912.100000029,261351.500000015,283115.87000002,281467.740000012,297572.730000015,287497.800000005,342364.280000005,306544.400000036,287507.810000012,320992.060000025,331691.990000025,307329.130000019,288660.300000004,1842688.66000002,1787657.43000008,1692736.87000009,1753369.92000007,1842725.69000012
' Pandora Ayios Antonios,All,Salesontotal,Sales % On National Sales,0.32446076496342,0.32415895226847,0.3290736864359,0.32040473731277,0.31521971382141,0.30759372504662,0.3076372262979,0.31811622022962,0.32151326961806,0.33381535295286,0.32776876834273,0.29218311216987,0.25267347800178,0.30369669093925,0.30030443863072,0.29966198017435,0.29990879743662,0.29087634920651,0.29076971603449,0.30416274904051,0.29381571565834,0.30161858744058,0.29721856807144,0.30455070961224,0.30340835005526,0.30532423315548,0.30740041519619,0.29466596505394,0.29670308579517,0.29854647546528,0.3203669031187,0.3164878799809,0.29110084795604,0.29892186560006,0.30087518123918
' Pandora Ayios Antonios,All,Visits,Visits,51635,46050,53266,51393,49589,44007,44646,45748,49530,52917,50201,47289,41106,43487,50355,48707,47273,43894,43972,44006,46734,49088,47279,51261,47715,46698,50402,51069,48429,45807,295940,290331,274822,282340,290120
