"cardcode","Store","RFM (MAY15-JUN15)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAR16-APR16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAY16-JUN16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","Score Difference with Y_Ago","RFM Lights with Y_Ago (MAY15-JUN15)","Score Difference with Previous","RFM Lights with Previous (MAR16-APR16)"
'80016078,National,,,,,,,,,,,133,0.375,Pandora Agios Dometios,1,3,3,26,5,36.77,0.00%,112,0.125,Pandora Agios Dometios,1,1,2,59,1,10.24,0.00%,,White,(  66.67%),Red
'80016079,National,,,,,,,,,,,244,0.625,Pandora Agios Dometios,2,4,4,15,8,65.88,0.00%,344,0.688,Pandora Agios Dometios,3,4,4,6,7,59.2,0.00%,,White,10.08%,Green
'80016080,National,,,,,,,,,,,455,0.938,Pandora Agios Dometios,4,5,5,2,41,110.92,0.00%,555,1,Pandora Agios Dometios,5,5,5,1,43,94.3,0.00%,,White,6.61%,Green
'80016081,National,,,,,,,,,,,433,0.563,Pandora Agios Dometios - Pandora Prodromou,4,3,3,2,6,39.21,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,23,4,22.73,0.00%,,White,(  22.20%),Yellow
'80016082,National,,,,,,,,,,,432,0.438,Pandora Agios Dometios,4,3,2,4,4,12.64,0.00%,542,0.563,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,4,2,1,7,17.1,0.00%,,White,28.54%,Green
'80016084,National,,,,,,,,,,,443,0.625,Pandora Agios Dometios,4,4,3,2,13,29.96,0.00%,242,0.375,Pandora Agios Dometios,2,4,2,15,11,17.86,0.00%,,White,(  40.00%),Red
'80016085,National,,,,,,,,,,,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,14,1,1.33,0.00%,,White,,White
'80016086,National,,,,,,,,,,,,,,,,,,,,,112,0.125,Pandora Prodromou,1,1,2,36,1,12.91,0.00%,,White,,White
'80016087,National,,,,,,,,,,,354,0.75,Pandora Agios Dometios,3,5,4,9,15,49.7,0.00%,254,0.688,Pandora Ayios Antonios - Pandora Agios Dometios,2,5,4,14,19,70.36,0.00%,,White,(   8.27%),Yellow
'80016088,National,,,,,,,,,,,333,0.5,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,3,3,3,10,5,33.26,0.00%,233,0.438,Pandora Agios Dometios - Pandora Prodromou,2,3,3,24,4,33.04,0.00%,,White,(  12.40%),Yellow
'80016089,National,,,,,,,,,,,511,0.25,Pandora Athalassas,5,1,1,1,1,3.91,0.00%,,,,,,,,,,,,,,Black
'80016091,National,,,,,,,,,,,211,0.063,Pandora Athalassas,2,1,1,22,1,1.91,0.00%,111,0,Pandora Tseriou,1,1,1,57,1,5.5,0.00%,,White,( 100.00%),Red
'80016092,National,,,,,,,,,,,555,1,Pandora Agios Dometios - Pandora Tseriou,5,5,5,0,105,363.87,0.00%,555,1,Pandora Agios Dometios - Pandora Tseriou,5,5,5,0,71,242.73,0.00%,,White,0.00%,Green
'80016095,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,27,1,5.95,0.00%,,,,,,,,,,,,,,Black
'80016096,National,,,,,,,,,,,,,,,,,,,,,311,0.125,Pandora Prodromou,3,1,1,9,1,8.48,0.00%,,White,,White
'80016097,National,,,,,,,,,,,544,0.813,Pandora Agios Dometios,5,4,4,0,11,56.02,0.00%,433,0.563,Pandora Agios Dometios,4,3,3,3,5,34.31,0.00%,,White,(  30.75%),Red
'80016102,National,,,,,,,,,,,553,0.75,Pandora Ayios Antonios - Pandora Agios Dometios,5,5,3,0,15,35.24,0.00%,254,0.688,Pandora Ayios Antonios - Pandora Agios Dometios,2,5,4,20,14,54.46,0.00%,,White,(   8.27%),Yellow
'80016103,National,,,,,,,,,,,433,0.563,Pandora Agios Dometios,4,3,3,3,5,36.05,0.00%,323,0.438,Pandora Agios Dometios,3,2,3,7,3,41.49,0.00%,,White,(  22.20%),Yellow
'80016104,National,,,,,,,,,,,245,0.75,Pandora Agios Dometios - Pandora Prodromou,2,4,5,13,12,192.6,0.00%,434,0.688,Pandora Agios Dometios - Pandora Prodromou,4,3,4,5,4,48.67,0.00%,,White,(   8.27%),Yellow
'80016108,National,,,,,,,,,,,555,1,Pandora Agios Dometios,5,5,5,1,34,186.86,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,2,24,79.18,0.00%,,White,(  18.70%),Yellow
'80016109,National,,,,,,,,,,,513,0.5,Pandora Agios Dometios - Pandora Prodromou,5,1,3,0,2,25.13,0.00%,444,0.75,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Acropoleos - Pandora Prodromou,4,4,4,4,12,76.88,0.00%,,White,50.00%,Green
'80016110,National,,,,,,,,,,,233,0.438,Pandora Agios Dometios,2,3,3,21,5,24.22,0.00%,,,,,,,,,,,,,,Black
'80016111,National,,,,,,,,,,,244,0.625,Pandora Agios Dometios - Pandora Prodromou,2,4,4,15,10,47.15,0.00%,133,0.375,Pandora Agios Dometios,1,3,3,38,5,32.09,0.00%,,White,(  40.00%),Red
'80016112,National,,,,,,,,,,,311,0.125,Pandora Ayios Antonios,3,1,1,9,1,9.52,0.00%,222,0.25,Pandora Ayios Antonios - Pandora Agios Dometios,2,2,2,19,2,15.23,0.00%,,White,100.00%,Blue
'80016113,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,32,2,8.74,0.00%,232,0.313,Pandora Agios Dometios - Pandora Prodromou,2,3,2,18,4,17.5,0.00%,,White,100.00%,Blue
'80016115,National,,,,,,,,,,,333,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,3,3,3,9,7,43.61,0.00%,545,0.938,Pandora Ayios Antonios - Pandora Agios Dometios,5,4,5,0,12,83.09,0.00%,,White,87.60%,Blue
'80016116,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,16,2,7.05,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,25,1,4.76,0.00%,,White,0.00%,Green
'80016117,National,,,,,,,,,,,555,1,Pandora Agios Dometios,5,5,5,0,25,124.8,0.00%,555,1,Pandora Agios Dometios,5,5,5,0,31,258.36,0.00%,,White,0.00%,Green
'80016118,National,,,,,,,,,,,233,0.438,Pandora Agios Dometios,2,3,3,11,7,44.68,0.00%,,,,,,,,,,,,,,Black
'80016119,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,56,1,2.86,0.00%,,White,,White
'80016120,National,,,,,,,,,,,444,0.75,Pandora Ayios Antonios,4,4,4,3,11,81.32,4.69%,423,0.5,Pandora Ayios Antonios,4,2,3,3,3,22.03,0.00%,,White,(  33.33%),Red
'80016121,National,,,,,,,,,,,544,0.813,Pandora Agios Dometios,5,4,4,1,8,69.89,0.00%,111,0,Pandora Agios Dometios,1,1,1,48,1,7.95,0.00%,,White,( 100.00%),Red
'80016123,National,,,,,,,,,,,112,0.125,Pandora Ayios Antonios,1,1,2,25,1,13.49,0.00%,,,,,,,,,,,,,,Black
'80016124,National,,,,,,,,,,,322,0.313,Pandora Ayios Antonios - Pandora Tseriou,3,2,2,9,3,16.99,0.00%,222,0.25,Pandora Ayios Antonios - Pandora Tseriou,2,2,2,16,3,16.82,0.00%,,White,(  20.13%),Yellow
'80016125,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,14,1,5.73,0.00%,,,,,,,,,,,,,,Black
'80016126,National,,,,,,,,,,,221,0.125,Pandora Agios Dometios,2,2,1,13,3,9.22,0.00%,511,0.25,Pandora Agios Dometios,5,1,1,1,1,2.76,0.00%,,White,100.00%,Blue
'80016127,National,,,,,,,,,,,223,0.375,Pandora Agios Dometios,2,2,3,17,3,26.87,0.00%,233,0.438,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou,2,3,3,21,5,38.99,0.00%,,White,16.80%,Green
'80016128,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios - Pandora Prodromou,2,1,1,21,2,5.95,0.00%,121,0.063,Pandora Agios Dometios,1,2,1,35,2,7.12,0.00%,,White,0.00%,Green
'80016129,National,,,,,,,,,,,234,0.563,Pandora Agios Dometios - Pandora Prodromou,2,3,4,16,6,59.18,0.00%,234,0.563,Pandora Agios Dometios,2,3,4,22,4,60.28,0.00%,,White,0.00%,Green
'80016130,National,,,,,,,,,,,,,,,,,,,,,421,0.25,Pandora Agios Dometios,4,2,1,4,3,7.37,0.00%,,White,,White
'80016131,National,,,,,,,,,,,533,0.625,Pandora Agios Dometios,5,3,3,0,4,37.17,12.43%,111,0,Pandora Agios Dometios,1,1,1,41,1,7.72,0.00%,,White,( 100.00%),Red
'80016132,National,,,,,,,,,,,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,26,1,1.52,0.00%,,White,,White
'80016133,National,,,,,,,,,,,432,0.438,Pandora Ayios Antonios - Pandora Agios Dometios,4,3,2,3,6,19.63,0.00%,121,0.063,Pandora Agios Dometios,1,2,1,46,3,7.71,0.00%,,White,(  85.62%),Red
'80016134,National,,,,,,,,,,,533,0.625,Pandora Agios Dometios,5,3,3,1,6,30.05,0.00%,543,0.688,Pandora Agios Dometios,5,4,3,0,7,37.31,0.00%,,White,10.08%,Green
'80016135,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,21,1,8.94,0.00%,111,0,Pandora Agios Dometios,1,1,1,59,1,6.14,0.00%,,White,( 100.00%),Red
'80016136,National,,,,,,,,,,,433,0.563,Pandora Agios Dometios - Pandora Athalassas,4,3,3,2,4,41.37,0.00%,121,0.063,Pandora Tseriou - Pandora Athalassas,1,2,1,31,2,9.38,0.00%,,White,(  88.81%),Red
'80016137,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,17,2,9.52,0.00%,,,,,,,,,,,,,,Black
'80016138,National,,,,,,,,,,,121,0.063,Pandora Agios Dometios,1,2,1,40,3,6.76,0.00%,122,0.188,Pandora Agios Dometios,1,2,2,41,2,16.58,0.00%,,White,198.41%,Blue
'80016140,National,,,,,,,,,,,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Kaimakli,5,5,5,1,18,116.91,11.56%,455,0.938,Pandora Agios Dometios - Pandora Tseriou,4,5,5,3,15,82.21,0.00%,,White,(   6.20%),Yellow
'80016141,National,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,21,2,10.18,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,18,4,24.73,0.00%,,White,595.24%,Blue
'80016142,National,,,,,,,,,,,454,0.813,Pandora Agios Dometios,4,5,4,2,16,59.18,0.00%,455,0.938,Pandora Agios Dometios,4,5,5,2,23,85.73,0.00%,,White,15.38%,Green
'80016143,National,,,,,,,,,,,244,0.625,Pandora Agios Dometios,2,4,4,12,9,62.68,0.00%,343,0.563,Pandora Agios Dometios,3,4,3,11,10,41.56,0.00%,,White,(   9.92%),Yellow
'80016144,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,32,1,1.33,0.00%,,White,,White
'80016145,National,,,,,,,,,,,454,0.813,Pandora Agios Dometios - Pandora Prodromou,4,5,4,3,18,55.54,0.00%,454,0.813,Pandora Agios Dometios,4,5,4,2,17,52.82,0.00%,,White,0.00%,Green
'80016147,National,,,,,,,,,,,212,0.188,Pandora Agios Dometios,2,1,2,13,2,11.52,0.00%,222,0.25,Pandora Agios Dometios - Pandora Prodromou,2,2,2,15,2,18.11,0.00%,,White,32.98%,Green
'80016148,National,,,,,,,,,,,443,0.625,Pandora Agios Dometios,4,4,3,3,9,35.67,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,14,1,6.38,0.00%,,White,(  89.92%),Red
'80016149,National,,,,,,,,,,,122,0.188,Pandora Agios Dometios,1,2,2,35,3,12.49,0.00%,311,0.125,Pandora Agios Dometios,3,1,1,7,1,2.19,0.00%,,White,(  33.51%),Red
'80016150,National,,,,,,,,,,,545,0.938,Pandora Agios Dometios,5,4,5,0,11,117.89,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios,5,5,5,1,18,133.34,0.00%,,White,6.61%,Green
'80016151,National,,,,,,,,,,,544,0.813,Pandora Ayios Antonios - Pandora Agios Dometios,5,4,4,1,11,86.84,1.53%,444,0.75,Pandora Ayios Antonios - Pandora Agios Dometios,4,4,4,3,8,69.2,0.00%,,White,(   7.75%),Yellow
'80016152,National,,,,,,,,,,,224,0.5,Pandora Agios Dometios - Pandora Prodromou,2,2,4,13,3,71.16,0.00%,324,0.563,Pandora Agios Dometios,3,2,4,7,3,71.93,0.00%,,White,12.60%,Green
'80016154,National,,,,,,,,,,,453,0.688,Pandora Agios Dometios,4,5,3,3,17,34.6,0.00%,,,,,,,,,,,,,,Black
'80016156,National,,,,,,,,,,,111,0,Pandora Ayios Antonios - Pandora Agios Dometios,1,1,1,30,2,6.96,0.00%,333,0.5,Pandora Ayios Antonios,3,3,3,6,4,25.38,0.00%,,White,100.00%,Blue
'80016157,National,,,,,,,,,,,311,0.125,Pandora Acropoleos,3,1,1,6,2,9.34,0.00%,232,0.313,Pandora Ayios Antonios - Pandora Acropoleos,2,3,2,22,4,19.81,0.00%,,White,150.40%,Blue
'80016158,National,,,,,,,,,,,422,0.375,Pandora Agios Dometios - Pandora Acropoleos,4,2,2,2,3,18.33,0.00%,322,0.313,Pandora Acropoleos - Pandora Prodromou,3,2,2,7,3,20.67,0.00%,,White,(  16.53%),Yellow
'80016159,National,,,,,,,,,,,,,,,,,,,,,321,0.188,Pandora Ayios Antonios - Pandora Acropoleos,3,2,1,7,2,5.67,0.00%,,White,,White
'80016160,National,,,,,,,,,,,555,1,Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,5,5,5,0,18,141.23,0.00%,455,0.938,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Prodromou,4,5,5,2,14,84.47,0.00%,,White,(   6.20%),Yellow
'80016161,National,,,,,,,,,,,211,0.063,Pandora Acropoleos,2,1,1,21,2,5.15,0.00%,533,0.625,Pandora Acropoleos,5,3,3,1,6,33.28,11.45%,,White,892.06%,Blue
'80016162,National,,,,,,,,,,,544,0.813,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Prodromou,5,4,4,1,11,80.99,0.00%,222,0.25,Pandora Ayios Antonios - Pandora Athalassas,2,2,2,19,2,14.49,0.00%,,White,(  69.25%),Red
'80016165,National,,,,,,,,,,,233,0.438,Pandora Tseriou,2,3,3,11,4,27.28,0.00%,133,0.375,Pandora Tseriou - Pandora Athalassas,1,3,3,36,5,25.87,0.00%,,White,(  14.38%),Yellow
'80016166,National,,,,,,,,,,,122,0.188,Pandora Acropoleos,1,2,2,26,3,15.81,0.00%,,,,,,,,,,,,,,Black
'80016167,National,,,,,,,,,,,111,0,Pandora Acropoleos,1,1,1,59,1,1.19,0.00%,,,,,,,,,,,,,,Black
'80016168,National,,,,,,,,,,,534,0.75,Pandora Acropoleos - Pandora Prodromou,5,3,4,1,6,51.04,0.00%,323,0.438,Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,3,2,3,6,3,22.55,0.00%,,White,(  41.60%),Red
'80016169,National,,,,,,,,,,,234,0.563,Pandora Ayios Antonios,2,3,4,11,6,48.78,0.00%,133,0.375,Pandora Ayios Antonios,1,3,3,35,4,28,0.00%,,White,(  33.39%),Red
'80016170,National,,,,,,,,,,,433,0.563,Pandora Acropoleos,4,3,3,2,7,33.85,0.00%,442,0.5,Pandora Acropoleos,4,4,2,3,7,18.23,0.00%,,White,(  11.19%),Yellow
'80016171,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,42,1,8.83,0.00%,,White,,White
'80016172,National,,,,,,,,,,,544,0.813,Pandora Acropoleos,5,4,4,0,12,69.41,0.00%,443,0.625,Pandora Acropoleos,4,4,3,5,7,29.66,0.00%,,White,(  23.12%),Yellow
'80016173,National,,,,,,,,,,,122,0.188,Pandora Acropoleos,1,2,2,38,3,16.32,0.00%,321,0.188,Pandora Acropoleos,3,2,1,12,2,7.76,0.00%,,White,0.00%,Green
'80016174,National,,,,,,,,,,,334,0.625,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Acropoleos,3,3,4,7,7,80.13,0.00%,111,0,Pandora Acropoleos,1,1,1,39,1,7.77,0.00%,,White,( 100.00%),Red
'80016175,National,,,,,,,,,,,534,0.75,Pandora Ayios Antonios,5,3,4,0,6,67.48,0.00%,245,0.75,Pandora Ayios Antonios - Pandora Prodromou,2,4,5,26,9,101.7,0.00%,,White,0.00%,Green
'80016176,National,,,,,,,,,,,111,0,Pandora Athalassas - Pandora Prodromou,1,1,1,58,2,3.35,0.00%,321,0.188,Pandora Tseriou - Pandora Athalassas,3,2,1,10,2,4.85,0.00%,,White,100.00%,Blue
'80016177,National,,,,,,,,,,,111,0,Pandora Acropoleos,1,1,1,60,1,1.33,0.00%,111,0,Pandora Acropoleos,1,1,1,53,1,3.62,0.00%,,White,0.00%,Green
'80016181,National,,,,,,,,,,,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Prodromou,5,5,5,0,43,148.88,0.00%,443,0.625,Pandora Acropoleos - Pandora Prodromou,4,4,3,3,9,28.04,0.00%,,White,(  37.50%),Red
'80016182,National,,,,,,,,,,,453,0.688,Pandora Athalassas,4,5,3,2,18,45.85,0.00%,453,0.688,Pandora Athalassas,4,5,3,2,14,22.61,0.00%,,White,0.00%,Green
'80016183,National,,,,,,,,,,,455,0.938,Pandora Acropoleos - Pandora Athalassas,4,5,5,3,23,105.8,0.00%,555,1,Pandora Ayios Antonios - Pandora Acropoleos,5,5,5,1,28,132.78,0.00%,,White,6.61%,Green
'80016184,National,,,,,,,,,,,554,0.875,Pandora Ayios Antonios - Pandora Acropoleos,5,5,4,0,45,69.64,0.00%,354,0.75,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas,3,5,4,6,34,59.73,0.00%,,White,(  14.29%),Yellow
'80016185,National,,,,,,,,,,,443,0.625,Pandora Acropoleos,4,4,3,3,13,43.06,0.00%,123,0.313,Pandora Tseriou - Pandora Acropoleos,1,2,3,39,3,29.28,0.00%,,White,(  49.92%),Red
'80016186,National,,,,,,,,,,,212,0.188,Pandora Ayios Antonios - Pandora Acropoleos,2,1,2,17,2,19.42,0.00%,432,0.438,Pandora Acropoleos,4,3,2,3,4,15.17,0.00%,,White,132.98%,Blue
'80016188,National,,,,,,,,,,,554,0.875,Pandora Acropoleos,5,5,4,1,16,63.27,0.00%,344,0.688,Pandora Acropoleos,3,4,4,9,11,68.21,2.80%,,White,(  21.37%),Yellow
'80016189,National,,,,,,,,,,,111,0,Pandora Acropoleos,1,1,1,35,1,1.52,0.00%,322,0.313,Pandora Acropoleos,3,2,2,7,3,16.9,0.00%,,White,100.00%,Blue
'80016191,National,,,,,,,,,,,533,0.625,Pandora Acropoleos,5,3,3,1,7,38.94,22.01%,354,0.75,Pandora Acropoleos,3,5,4,6,15,61.26,0.00%,,White,20.00%,Green
'80016193,National,,,,,,,,,,,121,0.063,Pandora Acropoleos - Pandora Athalassas,1,2,1,26,3,10.87,0.00%,232,0.313,Pandora Acropoleos,2,3,2,19,5,12.85,0.00%,,White,396.83%,Blue
'80016196,National,,,,,,,,,,,355,0.875,Pandora Ayios Antonios - Pandora Acropoleos,3,5,5,7,15,320.35,1.40%,234,0.563,Pandora Acropoleos,2,3,4,15,4,50.75,3.00%,,White,(  35.66%),Red
'80016197,National,,,,,,,,,,,212,0.188,Pandora Acropoleos,2,1,2,11,2,11.01,0.00%,134,0.5,Pandora Acropoleos,1,3,4,30,5,46.12,0.00%,,White,165.96%,Blue
'80016198,National,,,,,,,,,,,223,0.375,Pandora Acropoleos,2,2,3,16,3,39.9,0.00%,122,0.188,Pandora Acropoleos,1,2,2,45,2,16.89,0.00%,,White,(  49.87%),Red
'80016199,National,,,,,,,,,,,511,0.25,Pandora Kaimakli,5,1,1,1,2,7.25,0.00%,521,0.313,Pandora Kaimakli - Pandora Athalassas,5,2,1,1,2,7.29,0.00%,,White,25.20%,Green
'80016200,National,,,,,,,,,,,245,0.75,Pandora Athalassas,2,4,5,16,11,142.57,0.00%,545,0.938,Pandora Athalassas - Pandora Prodromou,5,4,5,0,8,115.78,2.06%,,White,25.07%,Green
'80016202,National,,,,,,,,,,,555,1,Pandora Athalassas,5,5,5,1,19,119.77,0.00%,244,0.625,Pandora Athalassas,2,4,4,19,8,52.28,0.00%,,White,(  37.50%),Red
'80016203,National,,,,,,,,,,,545,0.938,Pandora Athalassas,5,4,5,1,12,99.38,22.52%,445,0.875,Pandora Ayios Antonios - Pandora Athalassas,4,4,5,2,9,127.85,5.96%,,White,(   6.72%),Yellow
'80016205,National,,,,,,,,,,,535,0.875,Pandora Tseriou - Pandora Prodromou,5,3,5,1,7,112.21,0.00%,,,,,,,,,,,,,,Black
'80016206,National,,,,,,,,,,,534,0.75,Pandora Athalassas,5,3,4,1,7,62.73,2.06%,234,0.563,Pandora Athalassas,2,3,4,21,5,58.42,4.42%,,White,(  24.93%),Yellow
'80016207,National,,,,,,,,,,,434,0.688,Pandora Tseriou - Pandora Athalassas,4,3,4,2,5,56.78,0.00%,434,0.688,Pandora Athalassas,4,3,4,4,5,51.7,0.00%,,White,0.00%,Green
'80016209,National,,,,,,,,,,,213,0.313,Pandora Tseriou,2,1,3,11,2,33.28,0.00%,122,0.188,Pandora Tseriou - Pandora Prodromou,1,2,2,35,3,19.82,0.00%,,White,(  39.94%),Red
'80016211,National,,,,,,,,,,,234,0.563,Pandora Acropoleos - Pandora Athalassas,2,3,4,16,5,63.96,0.00%,344,0.688,Pandora Athalassas,3,4,4,6,7,78.3,0.00%,,White,22.20%,Green
'80016212,National,,,,,,,,,,,344,0.688,Pandora Ayios Antonios - Pandora Athalassas,3,4,4,10,10,61.42,0.00%,221,0.125,Pandora Ayios Antonios - Pandora Athalassas,2,2,1,22,2,7.49,0.00%,,White,(  81.83%),Red
'80016213,National,,,,,,,,,,,,,,,,,,,,,112,0.125,Pandora Athalassas,1,1,2,33,1,10.44,0.00%,,White,,White
'80016214,National,,,,,,,,,,,,,,,,,,,,,222,0.25,Pandora Athalassas,2,2,2,16,2,10.97,0.00%,,White,,White
'80016215,National,,,,,,,,,,,555,1,Pandora Ayios Antonios - Pandora Athalassas,5,5,5,1,46,238.55,0.00%,355,0.875,Pandora Ayios Antonios - Pandora Athalassas,3,5,5,6,18,107,1.42%,,White,(  12.50%),Yellow
'80016217,National,,,,,,,,,,,554,0.875,Pandora Tseriou - Pandora Athalassas,5,5,4,0,15,61.62,0.00%,454,0.813,Pandora Tseriou - Pandora Athalassas,4,5,4,2,17,71.46,0.00%,,White,(   7.09%),Yellow
'80016218,National,,,,,,,,,,,533,0.625,Pandora Acropoleos,5,3,3,0,5,29.39,0.00%,332,0.375,Pandora Acropoleos,3,3,2,6,4,20.28,0.00%,,White,(  40.00%),Red
'80016219,National,,,,,,,,,,,353,0.625,Pandora Ayios Antonios,3,5,3,7,14,40.44,3.76%,554,0.875,Pandora Ayios Antonios - Pandora Acropoleos,5,5,4,1,20,71.5,0.00%,,White,40.00%,Green
'80016220,National,,,,,,,,,,,111,0,Pandora Ayios Antonios,1,1,1,53,1,6.43,0.00%,212,0.188,Pandora Ayios Antonios,2,1,2,26,1,20.77,0.00%,,White,100.00%,Blue
'80016221,National,,,,,,,,,,,555,1,Pandora Ayios Antonios - Pandora Acropoleos,5,5,5,0,14,125.07,0.00%,433,0.563,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas,4,3,3,2,4,30.04,0.00%,,White,(  43.70%),Red
'80016222,National,,,,,,,,,,,322,0.313,Pandora Tseriou - Pandora Acropoleos,3,2,2,10,3,23.84,0.00%,122,0.188,Pandora Tseriou - Pandora Acropoleos,1,2,2,30,2,14.33,0.00%,,White,(  39.94%),Red
'80016223,National,,,,,,,,,,,332,0.375,Pandora Acropoleos,3,3,2,7,5,16.49,0.00%,523,0.563,Pandora Tseriou - Pandora Acropoleos,5,2,3,1,3,39.95,0.00%,,White,50.13%,Blue
'80016224,National,,,,,,,,,,,533,0.625,Pandora Athalassas - Pandora Prodromou,5,3,3,0,4,30.82,0.00%,422,0.375,Pandora Acropoleos - Pandora Prodromou,4,2,2,5,3,18.4,0.00%,,White,(  40.00%),Red
'80016226,National,,,,,,,,,,,555,1,Pandora Acropoleos,5,5,5,0,51,270.25,0.00%,555,1,Pandora Acropoleos,5,5,5,0,45,230.91,0.00%,,White,0.00%,Green
'80016227,National,,,,,,,,,,,432,0.438,Pandora Acropoleos,4,3,2,2,4,12.47,0.00%,443,0.625,Pandora Acropoleos,4,4,3,3,9,39.83,0.00%,,White,42.69%,Green
'80016229,National,,,,,,,,,,,111,0,Pandora Acropoleos,1,1,1,57,1,0.97,0.00%,,,,,,,,,,,,,,Black
'80016231,National,,,,,,,,,,,112,0.125,Pandora Athalassas,1,1,2,33,2,20.27,0.00%,222,0.25,Pandora Athalassas,2,2,2,20,2,12.29,0.00%,,White,100.00%,Blue
'80016232,National,,,,,,,,,,,,,,,,,,,,,511,0.25,Pandora Ayios Antonios,5,1,1,0,1,4.9,0.00%,,White,,White
'80016233,National,,,,,,,,,,,211,0.063,Pandora Acropoleos,2,1,1,15,1,3.33,0.00%,,,,,,,,,,,,,,Black
'80016234,National,,,,,,,,,,,112,0.125,Pandora Acropoleos,1,1,2,41,1,12.52,0.00%,213,0.313,Pandora Acropoleos,2,1,3,25,1,28.22,0.00%,,White,150.40%,Blue
'80016235,National,,,,,,,,,,,344,0.688,Pandora Acropoleos,3,4,4,6,10,62.06,0.00%,234,0.563,Pandora Acropoleos - Pandora Athalassas,2,3,4,18,5,66.52,0.00%,,White,(  18.17%),Yellow
'80016236,National,,,,,,,,,,,555,1,Pandora Acropoleos - Pandora Kaimakli,5,5,5,0,35,106.21,0.00%,554,0.875,Pandora Acropoleos - Pandora Kaimakli,5,5,4,0,31,76.83,0.00%,,White,(  12.50%),Yellow
'80016237,National,,,,,,,,,,,343,0.563,Pandora Agios Dometios,3,4,3,9,11,29.7,0.00%,211,0.063,Pandora Agios Dometios,2,1,1,29,1,3.71,0.00%,,White,(  88.81%),Red
'80016238,National,,,,,,,,,,,122,0.188,Pandora Ayios Antonios - Pandora Agios Dometios,1,2,2,38,3,18.28,0.00%,444,0.75,Pandora Ayios Antonios - Pandora Agios Dometios,4,4,4,4,9,65.11,0.00%,,White,298.94%,Blue
'80016240,National,,,,,,,,,,,111,0,Pandora Agios Dometios,1,1,1,48,1,7.33,0.00%,,,,,,,,,,,,,,Black
'80016241,National,,,,,,,,,,,112,0.125,Pandora Agios Dometios,1,1,2,33,2,12.33,0.00%,,,,,,,,,,,,,,Black
'80016242,National,,,,,,,,,,,444,0.75,Pandora Agios Dometios - Pandora Tseriou,4,4,4,3,8,51.77,0.00%,244,0.625,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou,2,4,4,17,7,45.42,0.00%,,White,(  16.67%),Yellow
'80016243,National,,,,,,,,,,,442,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,4,4,2,2,9,20.95,0.00%,343,0.563,Pandora Agios Dometios,3,4,3,8,10,28.03,0.00%,,White,12.60%,Green
'80016245,National,,,,,,,,,,,454,0.813,Pandora Agios Dometios,4,5,4,2,19,64.07,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,48,228.06,0.00%,,White,23.00%,Green
